# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-05-02 19:49:24 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmp3g0x3jh1/7nxfj759.json
# init = 2 (Default)
# random
#   seed = 6022023
# output
#   file = /home/lab5/output/model-20230502194923_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10
516.978,0.934399,0.099147,2,7,0,-516.532,3.98175,-0.498186,27.3436,25.922,23.9812,22.9701,22.305,21.8979,22.1856,21.5622,19.7356,20.1816
517.031,0.737505,0.099147,3,15,0,-514.921,3.86293,-0.384915,28.2965,27.1529,25.5684,24.7315,24.1763,23.8347,24.0763,23.5519,21.995,22.378
517.028,0.999312,0.099147,4,25,0,-516.705,3.74857,-0.354703,26.2906,25.3099,23.9457,23.2225,22.7417,22.4454,22.6549,22.1999,20.8439,21.1782
516.378,0.832261,0.099147,3,11,0,-515.689,3.5979,-0.293798,24.5534,23.7923,22.7251,22.155,21.7744,21.5392,21.7056,21.3438,20.2582,20.5269
517.127,0.669009,0.099147,3,11,0,-513.518,3.85698,-0.390227,27.9273,26.7835,25.1996,24.3635,23.8092,23.4681,23.7093,23.1859,21.6327,22.0147
517.167,0.980078,0.099147,2,3,0,-517.012,3.85804,-0.405662,27.3799,26.215,24.6054,23.7573,23.1956,22.8503,23.0944,22.5647,20.9955,21.381
516.518,0.982899,0.099147,4,25,0,-515.854,3.31439,-0.0933793,24.2446,24.0032,23.6556,23.4653,23.3365,23.256,23.313,23.1888,22.8072,22.9029
514.999,0.705587,0.099147,5,35,0,-513.376,4.44937,-0.818058,28.3268,25.9491,22.8363,21.2768,20.2746,19.6705,20.0966,19.1778,16.5834,17.2031
516.609,0.951927,0.099147,2,3,0,-515.075,4.54016,-0.787143,32.3425,29.726,26.2867,24.5572,23.4431,22.7706,23.2451,22.2216,19.3213,20.0156
515.749,0.9101,0.099147,4,19,0,-515.287,4.8803,-0.983252,34.8651,31.3781,26.9106,24.7173,23.3246,22.4919,23.0788,21.8165,18.3194,19.1454
516.554,0.975282,0.099147,4,23,0,-514.609,4.42398,-0.758933,29.9138,27.5771,24.4941,22.9384,21.9343,21.3273,21.7556,20.8313,18.2034,18.8337
516.769,0.979797,0.099147,4,19,0,-516.153,4.31186,-0.690179,29.3449,27.2527,24.4674,23.05,22.1305,21.5729,21.9665,21.1161,18.6791,19.2664
516.846,0.988078,0.099147,5,35,0,-515.54,3.68625,-0.328148,25.6046,24.7198,23.4846,22.8276,22.3901,22.12,22.311,21.8961,20.656,20.9622
516.672,0.991737,0.099147,5,39,0,-516.316,4.27054,-0.673324,28.8059,26.8005,24.1248,22.7604,21.8742,21.3364,21.7161,20.8955,18.5394,19.1078
514.476,0.961656,0.099147,5,35,0,-514.262,5.04621,-1.14092,33.2588,29.4309,24.6265,22.3131,20.861,19.9992,20.606,19.3041,15.762,16.5895
514.311,0.974994,0.099147,2,7,0,-514.111,5.09501,-1.07546,38.1523,33.9989,28.7412,26.1891,24.5795,23.6212,24.2962,22.8465,18.8726,19.8052
513.933,0.981271,0.099147,2,7,0,-513.568,5.06452,-1.16487,32.7948,28.9459,24.1303,21.8183,20.3696,19.5109,20.1154,18.8187,15.3004,16.121
513.933,0.711439,0.099147,1,1,0,-512.84,5.06452,-1.16487,32.7948,28.9459,24.1303,21.8183,20.3696,19.5109,20.1154,18.8187,15.3004,16.121
514.801,1,0.099147,2,3,0,-514.108,5.10964,-1.10568,37.165,33.012,27.7755,25.2431,23.6494,22.702,23.3692,21.9369,18.0242,18.9405
514.882,0.817142,0.099147,2,3,0,-513.756,5.10967,-1.11091,36.9044,32.7621,27.5427,25.0202,23.4334,22.4903,23.1545,21.7288,17.8366,18.7478
517.059,0.882569,0.099147,5,45,0,-513.317,4.16959,-0.568952,29.9846,28.2109,25.8119,24.5728,23.7619,23.2672,23.6166,22.8604,20.6624,21.1964
516.758,0.947734,0.099147,3,11,0,-516.586,4.09167,-0.571372,27.6463,26.0042,23.7838,22.6374,21.8872,21.4297,21.7528,21.0533,19.0209,19.5146
515.812,0.904528,0.099147,4,27,0,-515.205,3.65263,-0.343542,24.2485,23.3719,22.1508,21.5025,21.0712,20.8052,20.9933,20.5847,19.3658,19.6665
516.894,0.997595,0.099147,4,27,0,-515.246,4.16438,-0.553748,30.4481,28.6937,26.316,25.0857,24.2796,23.7876,24.1352,23.3826,21.1916,21.7245
516.565,0.999802,0.099147,4,31,0,-515.15,4.57837,-0.824034,31.968,29.2659,25.7311,23.9616,22.8248,22.1399,22.623,21.5813,18.642,19.3438
515.513,0.766522,0.099147,1,3,0,-515.36,4.53749,-0.853986,29.4701,26.8927,23.5342,21.8591,20.7853,20.1392,20.5949,19.613,16.8518,17.5097
516.502,0.939743,0.099147,2,7,0,-515.028,4.57312,-0.801479,32.7847,30.0862,26.5458,24.7685,23.6248,22.935,23.4217,22.372,19.4026,20.1127
516.927,0.916292,0.099147,4,19,0,-515.924,4.3219,-0.682975,29.931,27.8184,25.0034,23.5696,22.6391,22.0745,22.473,21.6119,19.1422,19.7376
515.158,0.775633,0.099147,4,23,0,-514.408,4.22906,-0.54425,32.9023,31.038,28.5084,27.1979,26.3387,25.8139,26.1846,25.382,23.0424,23.6118
515.842,1,0.099147,2,3,0,-515.002,4.23061,-0.559274,32.2909,30.4123,27.8681,26.5525,25.691,25.1651,25.5366,24.7325,22.393,22.9618
516.572,1,0.099147,1,1,0,-515.992,4.21601,-0.571232,31.3127,29.4532,26.9389,25.6407,24.7912,24.2731,24.6391,23.8469,21.5454,22.1045
516.903,1,0.099147,1,1,0,-516.635,4.19769,-0.574907,30.592,28.7641,26.2935,25.0184,24.1843,23.6756,24.0349,23.2573,20.9989,21.5474
517.011,0.96585,0.099147,2,3,0,-516.614,4.19814,-0.614764,29.0008,27.1517,24.6655,23.3887,22.5558,22.0489,22.4068,21.6325,19.3941,19.9363
516.319,0.783503,0.099147,3,11,0,-515.26,4.23199,-0.665418,28.0144,26.0862,23.5108,22.1963,21.342,20.8234,21.1895,20.3981,18.1236,18.6726
515.112,0.87348,0.099147,2,7,0,-514.798,4.28242,-0.575257,33.2811,31.2913,28.6021,27.2142,26.3064,25.7527,26.1438,25.2974,22.8395,23.4364
515.399,0.999732,0.099147,4,27,0,-514.783,3.88094,-0.487886,25.0679,23.7908,22.0451,21.1344,20.5349,20.1678,20.4273,19.865,18.2155,18.6185
516.891,0.995293,0.099147,4,23,0,-515.454,3.75657,-0.318166,27.8431,26.9097,25.605,24.9102,24.4471,24.1612,24.3634,23.924,22.609,22.934
516.731,0.635357,0.099147,3,11,0,-514.189,3.53071,-0.234954,24.8582,24.24,23.3665,22.8966,22.5815,22.3862,22.5244,22.2237,21.315,21.5408
517.036,0.977508,0.099147,4,19,0,-516.43,3.67115,-0.301162,26.1579,25.3271,24.1632,23.5421,23.1276,22.8715,23.0527,22.6589,21.4783,21.7704
517.1,0.99983,0.099147,5,39,0,-516.768,4.18815,-0.597496,29.3903,27.5673,25.1108,23.8464,23.0207,22.5177,22.8729,22.1043,19.878,20.4179
516.821,0.992436,0.099147,4,31,0,-515.972,4.43925,-0.737831,31.2528,28.8767,25.7332,24.1428,23.1147,22.4926,22.9316,21.9838,19.2827,19.9315
516.68,0.972098,0.099147,2,3,0,-516.662,4.45961,-0.732997,32.1048,29.6793,26.4684,24.8429,23.7918,23.1556,23.6045,22.6352,19.8712,20.5353
516.702,0.94776,0.099147,5,43,0,-514.895,4.09394,-0.50257,30.4091,28.8146,26.639,25.5062,24.7612,24.3054,24.6275,23.9295,21.8854,22.3843
517.182,0.932673,0.099147,2,3,0,-516.379,4.02839,-0.500443,28.5618,27.0703,25.0347,23.9745,23.2772,22.8505,23.152,22.4986,20.5844,21.0517
515.868,0.919646,0.099147,5,35,0,-514.403,3.13592,0.0390845,24.2578,24.3597,24.5088,24.5918,24.6486,24.6842,24.659,24.7141,24.8864,24.8428
515.376,0.908712,0.099147,2,7,0,-515.082,3.12068,-0.0232393,21.961,21.9064,21.827,21.7832,21.7534,21.7347,21.7479,21.719,21.6295,21.6521
515.241,0.985488,0.099147,2,3,0,-514.985,3.12781,-0.0320845,21.8554,21.7804,21.6715,21.6114,21.5706,21.545,21.5631,21.5236,21.4012,21.432
515.961,0.962478,0.099147,2,7,0,-514.888,3.28311,-0.0342422,25.4531,25.3599,25.2246,25.15,25.0993,25.0675,25.09,25.0409,24.889,24.9273
515.935,0.954799,0.099147,3,15,0,-515.011,3.34003,-0.147048,23.1339,22.7722,22.2551,21.9739,21.7842,21.666,21.7497,21.5675,21.0113,21.1503
514.789,0.930155,0.099147,4,23,0,-512.415,3.27316,0.00125543,26.4395,26.4431,26.4483,26.4511,26.4531,26.4543,26.4534,26.4553,26.4612,26.4598
516.27,0.958435,0.099147,2,3,0,-514.656,3.22241,-0.0489942,23.4812,23.3583,23.1802,23.0822,23.0156,22.9739,23.0034,22.9391,22.7402,22.7903
517.086,0.965032,0.099147,4,25,0,-514.647,3.84785,-0.411499,26.8895,25.7294,24.1276,23.2842,22.7259,22.3827,22.6253,22.099,20.5409,20.9235
516.61,0.832521,0.099147,5,39,0,-514.446,4.53703,-0.806685,31.4009,28.8002,25.3904,23.6798,22.5795,21.916,22.3841,21.3746,18.5204,19.2027
516.639,0.999086,0.099147,2,7,0,-516.571,4.53221,-0.784839,32.1864,29.5898,26.1757,24.4584,23.352,22.684,23.1553,22.1386,19.257,19.9469
517.144,0.819184,0.099147,4,23,0,-515.347,3.96714,-0.453733,28.6154,27.2573,25.3922,24.4153,23.7706,23.3751,23.6546,23.0486,21.2634,21.7005
516.95,0.943145,0.099147,4,23,0,-516.365,3.67797,-0.315917,25.8167,24.9573,23.7555,23.1154,22.6887,22.4252,22.6116,22.2066,20.9945,21.294
516.021,0.857591,0.099147,3,15,0,-515.529,3.67987,-0.245851,28.4348,27.6953,26.6519,26.0913,25.7157,25.483,25.6477,25.2895,24.2086,24.477
516.267,1,0.099147,5,35,0,-515.926,4.26377,-0.684568,28.1801,26.1867,23.5309,22.1785,21.3009,20.7685,21.1443,20.3323,18.0037,18.565
515.149,0.955924,0.099147,4,19,0,-514.792,4.64196,-0.918608,29.9795,27.1687,23.5369,21.7398,20.5933,19.9055,20.3904,19.3465,16.4331,17.1243
514.075,0.918346,0.099147,2,3,0,-513.931,4.62467,-0.931676,28.9497,26.1987,22.6503,20.8973,19.7799,19.1101,19.5823,18.5659,15.7335,16.4048
515.603,1,0.099147,1,1,0,-514.452,4.66041,-0.915806,30.6536,27.7879,24.0839,22.2504,21.0804,20.3785,20.8734,19.808,16.8334,17.5392
514.686,0.916297,0.099147,2,3,0,-514.623,4.73883,-0.848447,36.3139,33.1576,29.0418,26.9876,25.6703,24.8775,25.4366,24.2315,20.8406,21.6489
516.349,1,0.099147,1,3,0,-514.931,4.67332,-0.881589,32.5215,29.5895,25.7828,23.8906,22.6801,21.9527,22.4656,21.3607,18.2637,19.0003
516.692,0.992894,0.099147,4,23,0,-515.578,4.49554,-0.761368,32.0274,29.5179,26.208,24.5382,23.4607,22.8094,23.269,22.2772,19.4586,20.1345
516.933,0.958766,0.099147,5,43,0,-516.212,3.57403,-0.231877,26.0669,25.4271,24.5226,24.0358,23.7093,23.5069,23.6501,23.3385,22.3965,22.6306
515.856,0.758589,0.099147,1,3,0,-515.786,3.61638,-0.206815,28.1311,27.5145,26.6398,26.1677,25.8504,25.6535,25.7928,25.4895,24.5698,24.7988
516.033,0.651052,0.099147,2,3,0,-514.02,3.54962,-0.275116,23.9943,23.2971,22.3171,21.7925,21.4418,21.2247,21.3783,21.0445,20.0405,20.2893
516.417,1,0.099147,2,3,0,-515.96,3.5456,-0.259869,24.3956,23.7255,22.7817,22.2755,21.9367,21.7269,21.8753,21.5525,20.58,20.8213
514.975,0.752266,0.099147,4,23,0,-513.035,3.89604,-0.505069,24.8652,23.555,21.768,20.8379,20.2263,19.8521,20.1165,19.5436,17.8661,18.2755
517.018,1,0.099147,1,3,0,-515.488,3.9464,-0.475249,27.2248,25.8729,24.0217,23.0546,22.4173,22.0268,22.3028,21.7046,19.9471,20.3768
517.176,0.980306,0.099147,2,3,0,-516.863,3.97749,-0.477085,28.0149,26.6185,24.7069,23.7084,23.0506,22.6476,22.9324,22.315,20.5014,20.9448
517.151,0.988716,0.099147,2,3,0,-517.109,3.98677,-0.46617,28.6962,27.2977,25.3806,24.3779,23.7168,23.3115,23.5979,22.9769,21.1505,21.5973
517.036,0.9897,0.099147,5,35,0,-516.588,3.67615,-0.289372,26.7112,25.8955,24.7511,24.1395,23.731,23.4784,23.6571,23.2687,22.1026,22.3913
516.943,0.990814,0.099147,4,19,0,-516.778,3.57023,-0.235723,25.8334,25.1889,24.2783,23.7885,23.46,23.2564,23.4005,23.0871,22.1401,22.3754
517.077,0.999619,0.099147,5,47,0,-516.111,4.22643,-0.616332,29.7698,27.8669,25.3091,23.9957,23.139,22.6177,22.9858,22.1895,19.8879,20.4453
516.255,0.759895,0.099147,4,31,0,-514.088,4.14921,-0.521052,31.3443,29.642,27.3249,26.1212,25.3306,24.8473,25.1888,24.4491,22.2872,22.8142
516.058,0.96992,0.099147,4,23,0,-514.944,4.4472,-0.790345,29.3441,26.961,23.8297,22.2556,21.242,20.6302,21.0618,20.1308,17.4934,18.1246
515.821,0.93635,0.099147,1,1,0,-515.67,4.43834,-0.792587,28.9974,26.636,23.5342,21.9754,20.9718,20.3661,20.7934,19.8717,17.2613,17.886
516.632,0.95423,0.099147,3,11,0,-515.343,4.25291,-0.665575,28.6004,26.6314,24.0016,22.6594,21.7871,21.2574,21.6313,20.8232,18.5007,19.0613
516.774,0.997363,0.099147,5,39,0,-516.147,3.59996,-0.229364,26.8426,26.1908,25.2691,24.7729,24.44,24.2336,24.3796,24.0619,23.101,23.3398
516.27,0.925048,0.099147,4,19,0,-515.771,3.60692,-0.302983,24.4701,23.6883,22.5933,22.0091,21.6193,21.3785,21.5488,21.1785,20.0686,20.3431
517.017,0.990906,0.099147,2,3,0,-516.225,3.6445,-0.273624,26.4356,25.6716,24.5975,24.0223,23.6378,23.3998,23.5682,23.2021,22.1011,22.374
516.182,0.736423,0.099147,2,3,0,-515.311,3.69291,-0.257272,28.3667,27.5953,26.5082,25.9251,25.5347,25.2929,25.464,25.0919,23.9708,24.249
515.729,0.972236,0.099147,4,27,0,-514.727,3.22518,-0.0798565,22.5844,22.3919,22.1143,21.9622,21.859,21.7945,21.8402,21.7406,21.4343,21.5112
516.092,1,0.099147,1,1,0,-515.79,3.23852,-0.073561,23.0833,22.9021,22.6404,22.4969,22.3995,22.3386,22.3817,22.2877,21.9983,22.071
516.817,0.987256,0.099147,4,19,0,-515.678,3.52416,-0.223383,25.085,24.4916,23.6517,23.1992,22.8956,22.7073,22.8405,22.5505,21.673,21.8912
516.915,0.979772,0.099147,4,23,0,-516.379,3.83729,-0.41684,26.4157,25.2616,23.6691,22.8313,22.2768,21.9361,22.1769,21.6544,20.1085,20.488
517.093,0.998105,0.099147,3,15,0,-516.81,3.79749,-0.355038,27.5962,26.5659,25.1327,24.3729,23.8678,23.5565,23.7767,23.2986,21.8743,22.2254
516.466,0.819333,0.099147,5,35,0,-515.455,4.41673,-0.692593,32.4835,30.1597,27.0671,25.4938,24.4733,23.8545,24.2913,23.3477,20.6443,21.2956
517.005,0.979523,0.099147,4,27,0,-515.99,3.83828,-0.412033,26.614,25.4644,23.877,23.0414,22.4882,22.1482,22.3885,21.867,20.3233,20.7024
517.042,0.975491,0.099147,4,31,0,-516.258,4.1805,-0.574319,30.0943,28.2979,25.8697,24.6164,23.7965,23.2965,23.6497,22.8853,20.6652,21.2044
517.171,0.996043,0.099147,4,23,0,-516.882,4.04477,-0.505227,28.8463,27.3259,25.2522,24.1728,23.4631,23.0289,23.3357,22.6709,20.7245,21.1995
515.894,0.710211,0.099147,1,3,0,-515.593,3.98597,-0.53774,26.0298,24.5721,22.5924,21.566,20.8927,20.4814,20.772,20.1428,18.3073,18.7542
515.894,0.78491,0.099147,1,1,0,-514.954,3.98597,-0.53774,26.0298,24.5721,22.5924,21.566,20.8927,20.4814,20.772,20.1428,18.3073,18.7542
515.688,0.97954,0.099147,3,15,0,-515.448,3.84587,-0.461103,25.0963,23.8862,22.2262,21.3575,20.7845,20.4332,20.6815,20.1431,18.5586,18.9464
516.562,1,0.099147,1,1,0,-515.87,3.86425,-0.447828,26.0245,24.805,23.1291,22.2506,21.6706,21.3147,21.5662,21.0208,19.413,19.8068
515.829,0.795364,0.099147,4,23,0,-513.454,3.35405,-0.0659081,26.1796,25.9953,25.729,25.5828,25.4836,25.4215,25.4655,25.3696,25.0743,25.1485
515.267,0.910802,0.099147,3,15,0,-514.235,3.41491,-0.084174,27.1439,26.9001,26.5487,26.3562,26.2257,26.1442,26.2019,26.076,25.689,25.7861
516.366,0.93322,0.099147,3,15,0,-513.966,3.25332,-0.0632662,23.7557,23.5952,23.3631,23.2357,23.1491,23.095,23.1334,23.0498,22.7921,22.8569
515.078,0.755539,0.099147,2,3,0,-514.437,3.33064,-0.0351622,26.6588,26.5585,26.413,26.3329,26.2783,26.2442,26.2684,26.2156,26.0523,26.0934
514.075,0.709826,0.099147,1,1,0,-513.745,3.35292,-0.0289437,27.4894,27.4043,27.2807,27.2125,27.1661,27.137,27.1576,27.1127,26.9736,27.0086
514.61,0.988829,0.099147,5,35,0,-511.765,3.84809,-0.483735,24.3942,23.1618,21.4761,20.5964,20.017,19.6622,19.913,19.3695,17.7742,18.1641
514.61,0.703063,0.099147,1,1,0,-513.145,3.84809,-0.483735,24.3942,23.1618,21.4761,20.5964,20.017,19.6622,19.913,19.3695,17.7742,18.1641
516.183,1,0.099147,2,3,0,-515.057,3.98349,-0.421809,30.3695,29.0272,27.1762,26.2029,25.5591,25.1635,25.4432,24.8366,23.0432,23.4833
515.826,0.938351,0.099147,4,23,0,-514.39,3.38444,-0.0816157,26.4206,26.1905,25.8587,25.6768,25.5535,25.4765,25.5311,25.4121,25.0463,25.1381
516.698,0.997724,0.099147,3,13,0,-515.675,3.55026,-0.249852,24.8436,24.1872,23.2614,22.7642,22.4312,22.225,22.3709,22.0534,21.0958,21.3336
516.329,0.93696,0.099147,3,11,0,-515.736,3.50926,-0.162764,26.8239,26.3601,25.6983,25.3392,25.0971,24.9465,25.0531,24.8209,24.1134,24.2901
516.83,0.956601,0.099147,4,23,0,-515.151,3.87286,-0.442248,26.4483,25.224,23.5402,22.6571,22.0737,21.7157,21.9688,21.42,19.8013,20.1979
516.968,0.95365,0.099147,4,27,0,-516.143,4.17062,-0.562101,30.2946,28.5235,26.1258,24.8864,24.0749,23.5796,23.9294,23.1722,20.9698,21.5051
515.606,0.97607,0.099147,5,35,0,-514.592,4.89418,-1.02532,33.3987,29.9232,25.4947,23.3318,21.9626,21.1456,21.7213,20.4839,17.0724,17.8758
515.307,0.980149,0.099147,2,3,0,-515.26,4.96324,-1.01872,36.1073,32.3728,27.6102,25.2823,23.8079,22.9278,23.5479,22.2149,18.5368,19.4034
515.761,0.997345,0.099147,3,11,0,-515.087,4.86953,-1.00451,33.5148,30.0942,25.7238,23.5839,22.2272,21.4168,21.9879,20.76,17.3666,18.1669
517.161,0.99977,0.099147,5,47,0,-515.188,3.85362,-0.404497,27.3021,26.1438,24.543,23.6994,23.1407,22.7972,23.0401,22.513,20.9518,21.3354
515.772,0.990785,0.099147,5,39,0,-514.651,3.03902,0.0832072,23.3704,23.5797,23.8882,24.0607,24.1791,24.2536,24.2008,24.3162,24.6784,24.5865
517.165,0.982663,0.099147,5,37,0,-513.723,3.96551,-0.455774,28.4901,27.1319,25.2674,24.291,23.6467,23.2515,23.5308,22.9253,21.1419,21.5785
517.165,0.647031,0.099147,2,3,0,-515.862,3.96551,-0.455774,28.4901,27.1319,25.2674,24.291,23.6467,23.2515,23.5308,22.9253,21.1419,21.5785
516.407,0.767161,0.099147,2,3,0,-516.106,3.90557,-0.47715,26.0685,24.7689,22.9899,22.0607,21.4485,21.0734,21.3385,20.764,19.0762,19.4888
515.779,0.842309,0.099147,4,19,0,-514.298,3.58464,-0.303357,23.9189,23.1538,22.0822,21.5105,21.1291,20.8934,21.0601,20.6978,19.6117,19.8804
516.906,0.96902,0.099147,3,15,0,-515.205,3.56805,-0.225053,26.1514,25.5282,24.6463,24.1713,23.8526,23.6549,23.7948,23.4904,22.5697,22.7986
516.378,0.978815,0.099147,4,23,0,-515.009,3.326,-0.0741801,25.1724,24.9731,24.6854,24.5276,24.4205,24.3536,24.401,24.2976,23.9795,24.0594
516.724,0.965638,0.099147,4,27,0,-514.631,3.59808,-0.225691,26.9253,26.2819,25.3715,24.8812,24.5522,24.3481,24.4925,24.1783,23.228,23.4643
517.129,0.956463,0.099147,5,35,0,-516.296,4.076,-0.517431,29.2747,27.6955,25.5451,24.4274,23.6931,23.2441,23.5614,22.8742,20.865,21.3549
516.481,0.979757,0.099147,5,47,0,-515.884,3.29858,-0.0748614,24.4691,24.2735,23.9913,23.8365,23.7315,23.6659,23.7124,23.6111,23.2991,23.3774
516.375,0.960077,0.099147,2,3,0,-516.26,3.31184,-0.0677355,25.0357,24.8546,24.593,24.4494,24.3519,24.291,24.3341,24.24,23.95,24.0229
