# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-05-02 19:37:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 3
# data
#   file = /tmp/tmp3g0x3jh1/x7bkrd9n.json
# init = 2 (Default)
# random
#   seed = 59206
# output
#   file = /home/lab5/output/model-20230502193727_3.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10
516.89,0.996314,0.0699728,2,7,0,-514.907,3.54756,-0.214863,25.9763,25.385,24.5471,24.0953,23.7918,23.6036,23.7368,23.4468,22.5686,22.7871
516.933,0.981292,0.0699728,5,51,0,-515.813,3.64564,-0.263293,26.8379,26.0912,25.0399,24.4763,24.0991,23.8656,24.0308,23.6716,22.5897,22.8581
516.538,0.850798,0.0699728,5,39,0,-513.56,4.08189,-0.574291,27.2694,25.6416,23.4415,22.3059,21.563,21.11,21.43,20.7374,18.7258,19.2143
516.952,0.960195,0.0699728,2,7,0,-515.89,4.14205,-0.589398,28.3752,26.6383,24.2952,23.0881,22.2993,21.8186,22.1581,21.4235,19.2934,19.8102
516.79,0.920124,0.0699728,4,27,0,-515.356,3.70291,-0.341532,25.5681,24.6492,23.3686,22.6886,22.2361,21.9571,22.1544,21.7258,20.4466,20.7622
516.104,0.824587,0.0699728,3,15,0,-514.532,3.95466,-0.403154,30.2597,28.9802,27.2114,26.2792,25.6617,25.282,25.5504,24.9679,23.242,23.666
516.749,1,0.0699728,1,1,0,-516.214,3.929,-0.408074,29.2977,28.044,26.3122,25.4,24.7959,24.4246,24.6871,24.1175,22.4307,22.845
516.449,0.999994,0.0699728,4,23,0,-516.143,3.551,-0.189057,26.9909,26.4495,25.6798,25.2634,24.9833,24.8092,24.9324,24.6642,23.8495,24.0526
516.479,0.912376,0.0699728,2,3,0,-515.557,3.54245,-0.255403,24.466,23.8054,22.8744,22.3748,22.0402,21.8331,21.9796,21.6608,20.6999,20.9383
516.924,0.998847,0.0699728,5,39,0,-516.119,4.36177,-0.689031,30.8945,28.6953,25.7672,24.2769,23.3101,22.7237,23.1376,22.2433,19.6803,20.2979
516.949,0.9761,0.0699728,5,35,0,-515.803,3.85259,-0.374045,28.4199,27.3032,25.7536,24.934,24.39,24.055,24.2918,23.7776,22.2487,22.6251
516.497,0.990817,0.0699728,4,23,0,-515.945,3.32162,-0.0826234,24.778,24.5595,24.2446,24.072,23.955,23.8819,23.9337,23.8208,23.4737,23.5608
516.862,0.997786,0.0699728,5,47,0,-516.227,4.36385,-0.70876,30.1444,27.9395,25.0113,23.5246,22.5614,21.9778,22.3897,21.5001,18.9561,19.5684
516.907,0.760702,0.0699728,2,3,0,-515.011,4.37894,-0.706171,30.71,28.4716,25.498,23.9877,23.0091,22.4161,22.8346,21.9306,19.3445,19.967
517.126,0.997961,0.0699728,5,55,0,-516.881,4.14489,-0.573291,29.0821,27.349,25.0063,23.797,23.0058,22.5233,22.8641,22.1264,19.9836,20.5041
516.32,0.898805,0.0699728,4,31,0,-516.001,3.84852,-0.348135,29.3132,28.2397,26.745,25.9519,25.4245,25.0993,25.3292,24.8298,23.3405,23.7078
515.414,0.936428,0.0699728,2,7,0,-515.124,3.84522,-0.325476,30.1251,29.0924,27.6502,26.8829,26.3718,26.0563,26.2794,25.7947,24.3453,24.7033
515.999,0.997514,0.0699728,4,23,0,-514.845,3.2953,-0.115758,23.0775,22.793,22.3845,22.1616,22.0108,21.9168,21.9834,21.8383,21.3937,21.5051
516.711,0.999037,0.0699728,4,23,0,-515.5,3.58627,-0.272368,24.9825,24.2638,23.2531,22.7119,22.35,22.126,22.2845,21.9399,20.9035,21.1604
516.797,0.999093,0.0699728,3,15,0,-516.519,3.69884,-0.338673,25.5629,24.6517,23.3814,22.7067,22.2576,21.9806,22.1765,21.751,20.4807,20.7942
516.27,0.950114,0.0699728,2,7,0,-516.221,3.74528,-0.288762,28.6466,27.7737,26.5487,25.8941,25.4568,25.1864,25.3777,24.9619,23.7135,24.0226
516.982,0.939758,0.0699728,2,3,0,-515.677,3.67757,-0.283255,26.9712,26.1648,25.0323,24.4267,24.022,23.7717,23.9488,23.5638,22.4073,22.6937
517.034,0.991702,0.0699728,5,39,0,-516.607,3.86685,-0.427231,26.8288,25.6281,23.9735,23.1041,22.5292,22.1761,22.4257,21.8842,20.2845,20.6769
516.665,0.979418,0.0699728,5,43,0,-516.138,4.25016,-0.662668,28.6342,26.6712,24.0484,22.7092,21.8388,21.3102,21.6834,20.8768,18.5579,19.1177
516.906,1,0.0699728,2,3,0,-516.714,4.2579,-0.653729,29.2074,27.2311,24.5876,23.2364,22.3575,21.8235,22.2005,21.3856,19.0404,19.607
516.347,0.940375,0.0699728,2,3,0,-516.308,4.22819,-0.662423,28.0212,26.1009,23.5351,22.225,21.3734,20.8562,21.2213,20.4322,18.1635,18.7112
515.971,0.918597,0.0699728,1,1,0,-515.881,4.21465,-0.665721,27.5216,25.6264,23.0954,21.8035,20.964,20.4543,20.8141,20.0364,17.8012,18.3407
516.472,0.997985,0.0699728,5,35,0,-515.911,3.6433,-0.239078,27.6658,26.966,25.9775,25.446,25.0897,24.8689,25.0251,24.6852,23.6586,23.9136
517.041,0.98165,0.0699728,3,15,0,-515.987,3.67369,-0.289467,26.642,25.8282,24.6863,24.0761,23.6686,23.4166,23.5948,23.2074,22.0439,22.332
517.022,0.999998,0.0699728,4,23,0,-516.938,3.63986,-0.27721,26.186,25.4195,24.3423,23.7658,23.3804,23.1419,23.3106,22.9439,21.8412,22.1144
512.645,0.369575,0.0699728,2,3,0,-511.274,3.76271,-0.237853,31.2265,30.4405,29.3303,28.7332,28.3329,28.0849,28.2604,27.8785,26.7249,27.0115
515.338,1,0.0699728,2,3,0,-512.907,3.75685,-0.273958,29.5655,28.71,27.5073,26.8634,26.4328,26.1664,26.3549,25.9451,24.7124,25.0179
516.951,1,0.0699728,2,3,0,-515.564,3.6665,-0.308325,25.7856,24.9475,23.7744,23.149,22.7318,22.4741,22.6564,22.2603,21.0736,21.367
516.405,0.95087,0.0699728,2,3,0,-516.394,3.72386,-0.280891,28.3392,27.4988,26.3183,25.6868,25.2648,25.0037,25.1884,24.7869,23.5802,23.8791
516.522,0.999757,0.0699728,3,15,0,-516.005,3.69396,-0.268328,27.9756,27.1825,26.0667,25.4689,25.069,24.8215,24.9966,24.6158,23.4698,23.7539
517.035,0.991622,0.0699728,2,3,0,-516.458,3.65802,-0.282836,26.464,25.6738,24.5642,23.9708,23.5742,23.329,23.5025,23.1253,21.9918,22.2726
516.856,0.958644,0.0699728,1,3,0,-516.808,3.68137,-0.276163,27.3345,26.5373,25.4169,24.8171,24.4162,24.1681,24.3436,23.962,22.8147,23.099
516.139,0.774165,0.0699728,3,7,0,-515.016,3.66331,-0.239806,28.1974,27.4819,26.4715,25.9283,25.5641,25.3385,25.4982,25.1508,24.1016,24.3623
516.774,0.883997,0.0699728,4,31,0,-512.972,4.21412,-0.578351,30.9543,29.094,26.5808,25.2842,24.4363,23.9193,24.2844,23.4941,21.1998,21.7569
516.888,0.92909,0.0699728,2,3,0,-516.135,4.15517,-0.600352,28.3275,26.5623,24.1845,22.9611,22.1623,21.6758,22.0194,21.276,19.1234,19.6453
516.65,0.995296,0.0699728,4,27,0,-515.884,4.35922,-0.721004,29.5127,27.3182,24.4083,22.9332,21.9784,21.4002,21.8082,20.927,18.4108,19.0158
514.478,0.670481,0.0699728,1,3,0,-514.242,4.29541,-0.742403,26.899,24.8417,22.1216,20.7462,19.8574,19.3197,19.6991,18.88,16.5469,17.1071
514.961,1,0.0699728,1,1,0,-514.238,4.29593,-0.733751,27.2298,25.1705,22.4447,21.065,20.1728,19.6329,20.0139,19.1912,16.8455,17.409
516.892,0.991719,0.0699728,2,3,0,-515.008,4.33522,-0.692805,29.9321,27.7902,24.9397,23.4896,22.5491,21.9788,22.3814,21.5117,19.0202,19.6205
515.769,0.99931,0.0699728,5,35,0,-515.756,4.85425,-0.998908,33.2575,29.8811,25.5641,23.4488,22.1072,21.3056,21.8705,20.6558,17.2966,18.0891
516.688,0.863923,0.0699728,5,35,0,-513.941,3.41712,-0.139321,25.2503,24.8761,24.3406,24.0491,23.8523,23.7298,23.8165,23.6275,23.0498,23.1943
517.049,0.994921,0.0699728,4,27,0,-516.375,3.76769,-0.335035,27.52,26.5494,25.1957,24.4762,23.9973,23.7019,23.9108,23.4569,22.1013,22.4359
517.137,0.999791,0.0699728,5,35,0,-517.022,3.98509,-0.487596,27.8304,26.4134,24.4763,23.4658,22.8006,22.3932,22.6811,22.0572,20.2267,20.6739
517.046,0.99293,0.0699728,4,31,0,-516.718,3.90714,-0.410691,28.563,27.3331,25.6347,24.7404,24.1483,23.7843,24.0416,23.4834,21.8308,22.2366
517.024,0.999427,0.0699728,4,31,0,-516.523,3.64235,-0.27617,26.2882,25.5216,24.444,23.8672,23.4816,23.243,23.4118,23.0448,21.9413,22.2148
516.88,0.968007,0.0699728,2,7,0,-516.79,3.64348,-0.298801,25.5253,24.7209,23.5936,22.9918,22.5902,22.342,22.5175,22.1359,20.9914,21.2746
517.023,0.999797,0.0699728,4,23,0,-516.807,3.84791,-0.416598,26.7064,25.5403,23.9312,23.0845,22.5242,22.1799,22.4233,21.8952,20.333,20.7165
516.911,0.986755,0.0699728,5,39,0,-516.675,4.19526,-0.573873,30.5603,28.7374,26.2734,25.0015,24.1694,23.662,24.0204,23.2447,20.9914,21.5386
515.377,0.959543,0.0699728,5,51,0,-514.611,3.13811,0.0568512,24.9018,25.054,25.2775,25.4021,25.4874,25.541,25.503,25.5861,25.8458,25.78
516.529,0.998551,0.0699728,3,15,0,-514.79,3.31901,-0.088328,24.5236,24.2926,23.9597,23.7774,23.6539,23.5767,23.6313,23.5122,23.1461,23.238
516.496,0.985693,0.0699728,2,7,0,-516.368,3.32042,-0.103487,24.0603,23.795,23.4134,23.2048,23.0636,22.9755,23.0379,22.9019,22.4847,22.5893
516.008,0.949036,0.0699728,4,19,0,-515.332,3.11551,0.0123946,22.9257,22.9562,23.0006,23.0253,23.0421,23.0527,23.0452,23.0616,23.1124,23.0996
516.061,0.998656,0.0699728,2,3,0,-515.966,3.11604,0.0255112,23.3481,23.412,23.5055,23.5574,23.5929,23.6152,23.5994,23.6339,23.7412,23.7141
516.059,0.927176,0.0699728,3,15,0,-515.061,3.3343,-0.0633304,25.7571,25.5829,25.331,25.1927,25.0988,25.0401,25.0817,24.9909,24.7113,24.7816
516.336,0.926545,0.0699728,2,3,0,-515.379,3.34681,-0.0813779,25.453,25.232,24.9133,24.7386,24.6201,24.5462,24.5986,24.4843,24.1328,24.2211
516.012,0.988872,0.0699728,3,11,0,-515.809,3.2044,-0.0540852,22.904,22.7716,22.58,22.4747,22.4031,22.3583,22.39,22.3209,22.1074,22.1611
516.135,0.999658,0.0699728,2,7,0,-515.83,3.31591,-0.0571686,25.4993,25.3435,25.1182,24.9944,24.9102,24.8576,24.8949,24.8136,24.5628,24.6259
516.531,0.999999,0.0699728,2,7,0,-516.058,3.32087,-0.0972742,24.274,24.0223,23.66,23.4619,23.3277,23.2439,23.3032,23.1739,22.7768,22.8764
516.453,0.993121,0.0699728,3,11,0,-516.354,3.29251,-0.0681494,24.5426,24.364,24.106,23.9644,23.8683,23.8082,23.8507,23.7579,23.472,23.5438
516.369,0.997378,0.0699728,3,15,0,-516.109,3.27246,-0.0515285,24.6018,24.4663,24.2702,24.1623,24.0889,24.0431,24.0756,24.0047,23.7859,23.841
517.054,0.988652,0.0699728,5,47,0,-516.044,4.14319,-0.582413,28.6767,26.9415,24.5986,23.3906,22.6007,22.1192,22.4593,21.7233,19.5878,20.1062
516.794,0.999917,0.0699728,5,51,0,-516.078,4.39502,-0.729395,30.2435,27.9694,24.9575,23.4321,22.4454,21.8481,22.2696,21.3596,18.7633,19.3872
516.719,0.946995,0.0699728,4,23,0,-515.298,4.28724,-0.679959,29.0295,26.9893,24.2696,22.8839,21.9843,21.4384,21.8238,20.9912,18.6024,19.1784
517.034,0.972331,0.0699728,4,19,0,-516.255,4.20032,-0.613612,29.1092,27.2565,24.7652,23.4855,22.6507,22.1426,22.5014,21.7253,19.4812,20.0248
517.184,0.994759,0.0699728,5,39,0,-516.725,3.94415,-0.455204,27.9095,26.5806,24.7562,23.8007,23.1702,22.7835,23.0568,22.4641,20.7188,21.1461
