# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-05-02 19:37:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 4
# data
#   file = /tmp/tmp3g0x3jh1/x7bkrd9n.json
# init = 2 (Default)
# random
#   seed = 59206
# output
#   file = /home/lab5/output/model-20230502193727_4.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10
# Adaptation terminated
# Step size = 0.0879736
# Diagonal elements of inverse mass matrix:
# 0.258552, 0.0868116
515.999,0.928259,0.0879736,2,7,0,-515.831,3.31293,-0.0504395,25.6555,25.5172,25.317,25.2068,25.1319,25.0851,25.1183,25.0459,24.8224,24.8786
516.447,0.997483,0.0879736,1,3,0,-516.023,3.28354,-0.0654814,24.4113,24.2406,23.9939,23.8585,23.7665,23.709,23.7497,23.6609,23.3873,23.456
516.987,0.993434,0.0879736,4,27,0,-516.102,3.62327,-0.259556,26.3772,25.6535,24.6342,24.0875,23.7216,23.495,23.6553,23.3067,22.2563,22.5169
517.109,0.991551,0.0879736,5,55,0,-516.723,4.08909,-0.523087,29.4344,27.8298,25.6462,24.5121,23.7674,23.3121,23.6338,22.937,20.9013,21.3975
517.108,1,0.0879736,5,39,0,-516.889,3.82903,-0.373136,27.7921,26.7027,25.1907,24.391,23.8601,23.5331,23.7643,23.2624,21.7702,22.1376
516.936,0.984804,0.0879736,4,31,0,-515.781,4.18044,-0.56614,30.4269,28.6357,26.212,24.9598,24.1401,23.6401,23.9933,23.2287,21.0058,21.546
516.981,0.984758,0.0879736,5,35,0,-516.111,3.72342,-0.342616,26.0598,25.1203,23.8112,23.1162,22.6537,22.3685,22.5702,22.1322,20.825,21.1475
516.683,0.985588,0.0879736,4,31,0,-515.152,4.3432,-0.655254,31.7426,29.59,26.7111,25.2398,24.283,23.7017,24.1121,23.225,20.6725,21.2891
516.58,0.992344,0.0879736,3,11,0,-516.413,4.33614,-0.712275,29.1816,27.0369,24.19,22.7452,21.8094,21.2425,21.6426,20.7785,18.3085,18.9028
515.677,0.998877,0.0879736,4,23,0,-514.829,4.88898,-1.01812,33.5505,30.0823,25.6591,23.4969,22.1274,21.3099,21.8859,20.6477,17.2309,18.0359
515.716,0.998434,0.0879736,1,3,0,-515.634,4.90788,-1.01489,34.3398,30.8007,26.2851,24.0768,22.6779,21.8427,22.4312,21.166,17.6736,18.4966
515.849,0.654941,0.0879736,2,3,0,-512.481,4.85844,-0.991008,33.7556,30.3543,26.001,23.8659,22.5109,21.7009,22.2717,21.0442,17.6467,18.4487
515.732,0.972695,0.0879736,1,3,0,-515.692,4.83923,-0.995751,32.9018,29.5715,25.3117,23.2236,21.899,21.1073,21.6652,20.4656,17.147,17.9301
517.176,0.948229,0.0879736,5,35,0,-514.853,3.88627,-0.421309,27.5745,26.3571,24.6784,23.7956,23.2115,22.8528,23.1064,22.5562,20.9293,21.3285
513.668,0.479693,0.0879736,2,3,0,-513.037,3.76452,-0.450141,23.4808,22.375,20.8557,20.0595,19.534,19.2115,19.4394,18.9452,17.489,17.8457
517.054,1,0.0879736,2,3,0,-514.327,3.88153,-0.396872,28.3656,27.1845,25.5503,24.6885,24.1173,23.7659,24.0143,23.4753,21.8769,22.2698
516.599,0.896365,0.0879736,4,31,0,-515.818,4.23766,-0.585464,31.3884,29.4795,26.9031,25.5751,24.707,24.1779,24.5516,23.743,21.3973,21.9665
516.012,0.728379,0.0879736,2,3,0,-513.959,4.18335,-0.647133,27.352,25.5193,23.0657,21.8106,20.9938,20.4974,20.8478,20.0902,17.908,18.4354
516.342,0.998881,0.0879736,4,31,0,-512.509,3.59726,-0.294647,24.5095,23.7476,22.6794,22.1089,21.728,21.4926,21.6591,21.2971,20.2108,20.4797
516.452,0.994824,0.0879736,5,39,0,-515.876,4.0063,-0.534019,26.6983,25.2132,23.1953,22.1487,21.4619,21.0423,21.3388,20.6967,18.8233,19.2795
517.02,0.996697,0.0879736,4,27,0,-516.325,3.88497,-0.438986,26.8885,25.6528,23.9527,23.0606,22.4711,22.1093,22.3651,21.8104,20.1739,20.575
516.994,0.885128,0.0879736,2,3,0,-515.96,3.8922,-0.398838,28.594,27.3975,25.7427,24.8701,24.2919,23.9363,24.1877,23.6421,22.0247,22.4222
517.093,0.963065,0.0879736,4,31,0,-516.426,4.0831,-0.546657,28.3415,26.7288,24.5411,23.4081,22.6654,22.2119,22.5323,21.8386,19.8172,20.309
516.625,0.863776,0.0879736,2,7,0,-516.021,4.11041,-0.509495,30.6261,28.9987,26.7802,25.626,24.8674,24.4033,24.7312,24.0208,21.9419,22.449
516.633,0.994227,0.0879736,5,47,0,-515.669,4.45682,-0.770446,30.4353,28.0232,24.8457,23.2445,22.2118,21.588,22.0282,21.0784,18.3817,19.028
515.917,0.944111,0.0879736,2,3,0,-515.842,4.54196,-0.753451,33.9102,31.2796,27.8065,26.0528,24.9204,24.2357,24.7188,23.676,20.7095,21.4213
516.455,1,0.0879736,1,1,0,-516.044,4.52204,-0.761644,32.8754,30.2985,26.8999,25.1855,24.0791,23.4105,23.8823,22.8641,19.9702,20.6641
517.07,0.967446,0.0879736,4,27,0,-515.635,4.21888,-0.617077,29.5161,27.6273,25.0885,23.785,22.9349,22.4175,22.7829,21.9927,19.7089,20.2619
516.547,0.998982,0.0879736,4,23,0,-516.015,4.58772,-0.821024,32.3998,29.6708,26.0994,24.3109,23.1617,22.4691,22.9576,21.9043,18.9311,19.6412
516.232,0.99335,0.0879736,5,31,0,-516.198,4.71355,-0.888584,33.5379,30.4914,26.5397,24.577,23.3221,22.5683,23.0998,21.9549,18.7484,19.5107
516.537,0.998953,0.0879736,3,15,0,-515.971,4.59195,-0.832006,32.0578,29.323,25.7493,23.962,22.8145,22.1233,22.6108,21.5598,18.5971,19.3041
516.326,0.915047,0.0879736,5,49,0,-514.906,3.75876,-0.297868,28.6801,27.779,26.5161,25.8419,25.3918,25.1137,25.3105,24.8828,23.6002,23.9175
516.378,0.992632,0.0879736,4,31,0,-515.144,4.08975,-0.489277,30.831,29.256,27.1033,25.9806,25.2416,24.789,25.1088,24.4158,22.3829,22.8795
517.151,0.972022,0.0879736,2,3,0,-516.114,4.03473,-0.494944,28.9577,27.4617,25.4185,24.3537,23.653,23.2241,23.5272,22.8704,20.9451,21.4152
516.829,0.915479,0.0879736,4,23,0,-516.128,4.23756,-0.647943,28.844,26.909,24.3188,22.9938,22.1316,21.6077,21.9776,21.1779,18.8749,19.4315
516.299,0.94838,0.0879736,2,7,0,-516.281,4.29049,-0.60762,32.1149,30.0903,27.3656,25.965,25.0509,24.4944,24.8874,24.0372,21.5773,22.1734
516.937,0.928901,0.0879736,1,3,0,-515.758,4.24501,-0.644831,29.1823,27.2337,24.6241,23.2888,22.4197,21.8914,22.2644,21.4581,19.1352,19.6967
516.968,0.988946,0.0879736,2,7,0,-516.755,4.26958,-0.654327,29.5268,27.5271,24.8526,23.4855,22.5964,22.0563,22.4376,21.6133,19.2411,19.8141
516.682,0.837251,0.0879736,4,27,0,-515.247,3.88246,-0.454124,26.2782,25.0299,23.3159,22.4181,21.8256,21.4622,21.7191,21.1621,19.5216,19.9233
516.776,0.967181,0.0879736,5,39,0,-515.216,3.45469,-0.16713,25.25,24.8018,24.1626,23.816,23.5824,23.4371,23.5399,23.3159,22.6337,22.804
516.033,0.895411,0.0879736,2,3,0,-515.881,3.42873,-0.20007,23.5318,23.0326,22.3239,21.941,21.6836,21.5238,21.6369,21.3907,20.6437,20.8297
515.908,0.956799,0.0879736,2,3,0,-515.361,3.47228,-0.130201,27.0132,26.6388,26.1025,25.8103,25.6129,25.4899,25.5769,25.3872,24.8066,24.9519
516.067,1,0.0879736,1,1,0,-515.81,3.47142,-0.1343,26.8407,26.4572,25.9079,25.6088,25.4068,25.2809,25.37,25.1759,24.5822,24.7307
516.243,0.843243,0.0879736,3,15,0,-514.052,3.50696,-0.242074,24.0422,23.4265,22.5572,22.09,21.7768,21.5828,21.7201,21.4214,20.5195,20.7435
515.931,0.97851,0.0879736,2,3,0,-515.842,3.49448,-0.244137,23.678,23.0665,22.2034,21.7396,21.4288,21.2362,21.3725,21.0761,20.1814,20.4036
515.931,0.859673,0.0879736,1,1,0,-515.224,3.49448,-0.244137,23.678,23.0665,22.2034,21.7396,21.4288,21.2362,21.3725,21.0761,20.1814,20.4036
516.679,1,0.0879736,2,3,0,-516.06,3.54283,-0.19517,26.5511,26.0016,25.2208,24.7988,24.5149,24.3387,24.4634,24.1918,23.3673,23.5727
516.789,0.96567,0.0879736,1,3,0,-516.403,3.50488,-0.212421,24.9732,24.4111,23.6144,23.1846,22.8959,22.7168,22.8436,22.5677,21.7318,21.9398
516.773,0.999147,0.0879736,3,15,0,-516.615,3.45739,-0.166062,25.3548,24.9076,24.2698,23.9238,23.6906,23.5456,23.6483,23.4247,22.7436,22.9136
516.944,0.996846,0.0879736,5,51,0,-515.258,4.35189,-0.68858,30.6094,28.4319,25.5325,24.0567,23.0992,22.5185,22.9285,22.0428,19.5045,20.1162
516.787,0.947617,0.0879736,3,15,0,-516.441,4.30159,-0.634029,31.335,29.2765,26.5159,25.1014,24.1801,23.6198,24.0154,23.16,20.6925,21.2894
516.878,0.998846,0.0879736,5,51,0,-515.945,3.6101,-0.277095,25.4223,24.6784,23.633,23.0735,22.6995,22.4681,22.6318,22.2759,21.2057,21.4709
516.683,0.912222,0.0879736,1,3,0,-516.233,3.65072,-0.251296,27.4156,26.6871,25.6598,25.1082,24.7388,24.51,24.6719,24.3198,23.2578,23.5214
516.968,0.983858,0.0879736,2,3,0,-516.545,3.62278,-0.256294,26.4806,25.7631,24.7521,24.2096,23.8464,23.6214,23.7806,23.4345,22.3913,22.6501
516.482,0.99985,0.0879736,4,31,0,-514.7,3.29671,-0.0752335,24.411,24.215,23.9321,23.7769,23.6716,23.6059,23.6525,23.5509,23.2382,23.3167
516.397,0.674121,0.0879736,2,3,0,-513.776,3.32072,-0.112904,23.7631,23.4773,23.0668,22.8428,22.6911,22.5966,22.6635,22.5176,22.0704,22.1825
516.372,0.951918,0.0879736,2,3,0,-515.884,3.36779,-0.093179,25.5814,25.3272,24.9612,24.7609,24.6252,24.5405,24.6005,24.4697,24.068,24.1687
516.694,0.999614,0.0879736,4,17,0,-516.278,3.4163,-0.155453,24.6854,24.2776,23.6951,23.3788,23.1654,23.0326,23.1266,22.9219,22.2974,22.4534
516.695,0.876154,0.0879736,2,3,0,-515.767,3.43889,-0.147975,25.5058,25.1045,24.5309,24.219,24.0086,23.8776,23.9703,23.7682,23.1515,23.3056
516.427,0.828577,0.0879736,5,35,0,-514.184,4.64487,-0.855894,32.7263,29.858,26.1214,24.2581,23.0639,22.3454,22.8522,21.7602,18.6904,19.4218
516.599,0.9952,0.0879736,3,15,0,-516.255,4.56262,-0.807209,32.192,29.5241,26.0265,24.2719,23.1434,22.4628,22.9429,21.9076,18.9805,19.6802
517.056,0.972753,0.0879736,4,19,0,-516.276,4.23497,-0.626347,29.6214,27.6983,25.1167,23.7926,22.9297,22.4048,22.7754,21.9738,19.6596,20.2197
516.747,0.987188,0.0879736,5,55,0,-516.644,4.44384,-0.755254,30.6661,28.2817,25.1344,23.5455,22.5197,21.8995,22.3371,21.3926,18.7062,19.3507
517.027,0.99991,0.0879736,4,19,0,-516.723,4.28007,-0.645809,30.1835,28.1651,25.4624,24.0796,23.1796,22.6327,23.0189,22.184,19.7791,20.3603
516.955,0.880282,0.0879736,2,3,0,-516.15,4.29694,-0.66847,29.7711,27.7129,24.965,23.563,22.6521,22.099,22.4894,21.6457,19.2216,19.8066
516.764,0.998306,0.0879736,5,43,0,-515.711,3.50044,-0.180605,25.955,25.4574,24.7493,24.3658,24.1076,23.9472,24.0607,23.8134,23.0614,23.249
516.657,0.847728,0.0879736,4,19,0,-515.213,3.69696,-0.343983,25.3324,24.4156,23.1383,22.4602,22.0091,21.731,21.9277,21.5004,20.2257,20.5401
516.971,0.999584,0.0879736,3,15,0,-516.549,3.69358,-0.324273,25.9286,25.043,23.8061,23.1479,22.7093,22.4387,22.6301,22.2142,20.9705,21.2777
517.019,0.922698,0.0879736,4,27,0,-515.781,3.98347,-0.452646,29.1292,27.7498,25.8555,24.8631,24.2081,23.8063,24.0903,23.4745,21.6605,22.1047
516.862,0.983835,0.0879736,4,27,0,-516.626,3.88933,-0.390278,28.8436,27.6621,26.0261,25.1625,24.5899,24.2376,24.4867,23.946,22.3418,22.7363
515.891,0.898368,0.0879736,3,11,0,-515.663,3.89231,-0.483475,25.5061,24.2182,22.4565,21.5371,20.9317,20.5608,20.8229,20.2549,18.5876,18.995
516.543,0.920524,0.0879736,4,23,0,-514.386,3.63288,-0.236055,27.4911,26.8044,25.834,25.3121,24.9621,24.7452,24.8987,24.5647,23.5557,23.8064
516.963,0.962181,0.0879736,5,43,0,-515.497,4.22893,-0.634563,29.1179,27.2035,24.6363,23.321,22.4643,21.9434,22.3112,21.5158,19.2217,19.7766
517.18,0.997629,0.0879736,4,31,0,-515.905,3.90692,-0.433699,27.6824,26.4252,24.6943,23.7854,23.1847,22.8158,23.0765,22.5111,20.8415,21.2509
517.052,0.983995,0.0879736,2,3,0,-517.04,3.93122,-0.424775,28.7077,27.4301,25.6691,24.7435,24.1312,23.7552,24.021,23.4444,21.7401,22.1582
517.061,0.999818,0.0879736,4,27,0,-516.948,4.04168,-0.526577,27.9394,26.4063,24.3212,23.2387,22.528,22.0936,22.4005,21.7358,19.7944,20.2675
513.018,0.695169,0.0879736,4,31,0,-512.001,4.52987,-0.692118,36.3979,33.7958,30.3326,28.5706,27.4278,26.7348,27.224,26.1671,23.1393,23.8688
516.773,1,0.0879736,2,3,0,-513.283,4.40339,-0.734991,30.2681,27.9753,24.941,23.4053,22.4123,21.8114,22.2355,21.32,18.7099,19.3369
516.932,0.990774,0.0879736,4,23,0,-516.498,4.19252,-0.573438,30.4946,28.6769,26.2198,24.9515,24.1217,23.6156,23.9731,23.1994,20.9522,21.498
516.121,0.998675,0.0879736,5,51,0,-515.622,4.70569,-0.872243,34.0183,30.9824,27.0359,25.0719,23.8147,23.0589,23.5919,22.4436,19.2215,19.9883
515.106,0.845092,0.0879736,4,19,0,-514.485,4.4118,-0.79517,28.1395,25.8408,22.8224,21.306,20.3298,19.7408,20.1563,19.26,16.7223,17.3295
516.425,0.954975,0.0879736,4,27,0,-513.492,4.02235,-0.451113,30.3468,28.9146,26.9472,25.9163,25.2359,24.8184,25.1135,24.4737,22.5886,23.0503
515.838,0.876911,0.0879736,4,23,0,-513.38,4.82339,-0.982436,32.9728,29.6776,25.4554,23.3824,22.066,21.2788,21.8336,20.6404,17.3344,18.1152
516.937,0.996279,0.0879736,5,35,0,-515.234,4.33352,-0.668006,30.8996,28.7648,25.9145,24.4602,23.5152,22.9415,23.3465,22.4712,19.9563,20.5632
516.408,0.947119,0.0879736,2,7,0,-516.332,4.31533,-0.707942,28.7485,26.648,23.8582,22.4416,21.5238,20.9677,21.3602,20.5125,18.088,18.6715
516.602,1,0.0879736,1,1,0,-516.413,4.32128,-0.703467,29.0956,26.9827,24.1748,22.7482,21.8236,21.2633,21.6588,20.8045,18.3601,18.9486
517.11,0.996933,0.0879736,5,43,0,-516.485,4.02726,-0.51425,28.002,26.5005,24.4549,23.3914,22.6926,22.2651,22.5671,21.9129,19.9995,20.4661
514.767,0.804855,0.0879736,5,43,0,-513.903,4.46517,-0.679499,34.7043,32.2669,29.0175,27.3617,26.2868,25.6346,26.095,25.1001,22.2456,22.9339
516.774,1,0.0879736,2,3,0,-515.089,4.36764,-0.717939,29.8859,27.6726,24.7369,23.248,22.2841,21.7004,22.1124,21.2226,18.681,19.2923
516.778,0.975479,0.0879736,2,3,0,-516.515,4.37892,-0.684451,31.6243,29.3876,26.4077,24.8903,23.9055,23.3081,23.7298,22.8186,20.2057,20.8356
516.75,0.998328,0.0879736,3,11,0,-516.657,4.37678,-0.724067,29.9116,27.6783,24.7183,23.2182,22.2475,21.6598,22.0746,21.1789,18.6222,19.2369
516.332,0.906438,0.0879736,5,47,0,-514.462,3.56943,-0.194663,27.2854,26.7221,25.9218,25.4891,25.1981,25.0174,25.1453,24.8669,24.0215,24.2321
516.722,0.995192,0.0879736,4,23,0,-515.784,3.73492,-0.298352,27.9863,27.1056,25.8713,25.2125,24.7727,24.5009,24.6932,24.2753,23.022,23.3321
516.684,0.999317,0.0879736,5,49,0,-516.117,4.4065,-0.696734,31.9734,29.6729,26.613,25.0571,24.0482,23.4366,23.8683,22.9357,20.2651,20.9084
516.37,0.841622,0.0879736,4,19,0,-515.027,4.06488,-0.570086,26.9622,25.3642,23.2031,22.0871,21.3568,20.9113,21.226,20.5449,18.5658,19.0467
516.674,0.877276,0.0879736,2,3,0,-514.878,4.12239,-0.518476,30.6213,28.9662,26.7127,25.5417,24.7724,24.302,24.6344,23.9144,21.8098,22.3229
516.499,0.968218,0.0879736,5,35,0,-515.94,3.83545,-0.433008,25.7972,24.6275,23.0168,22.1709,21.6119,21.2686,21.5113,20.985,19.431,19.8121
517.066,0.990249,0.0879736,4,31,0,-515.569,3.70912,-0.308674,26.8956,26.0205,24.7956,24.1426,23.707,23.438,23.6283,23.2147,21.9758,22.2821
516.433,0.896154,0.0879736,4,23,0,-515.375,3.82928,-0.43152,25.6902,24.5291,22.9302,22.0904,21.5353,21.1944,21.4353,20.9127,19.3692,19.7477
516.856,0.991625,0.0879736,4,19,0,-516.203,4.07013,-0.494924,30.002,28.4521,26.3354,25.2322,24.5062,24.0619,24.3759,23.6954,21.7007,22.1878
517.059,1,0.0879736,1,1,0,-516.903,4.06079,-0.501211,29.4717,27.9303,25.827,24.7317,24.0112,23.5703,23.8819,23.2069,21.2295,21.7122
517.032,0.993702,0.0879736,4,27,0,-516.903,3.99719,-0.461528,29.1794,27.7712,25.8395,24.8287,24.1619,23.7531,24.042,23.4156,21.572,22.0232
516.063,0.884585,0.0879736,4,23,0,-515.563,3.8214,-0.326024,29.3941,28.3848,26.9754,26.2256,25.7261,25.4178,25.6359,25.1622,23.746,24.0958
517.177,0.941067,0.0879736,3,15,0,-515.378,3.87605,-0.41225,27.6303,26.4362,24.7874,23.9194,23.3448,22.9917,23.2413,22.6996,21.0964,21.4901
515.67,0.842384,0.0879736,4,23,0,-515.238,4.15309,-0.638454,26.8497,25.074,22.694,21.4752,20.6815,20.199,20.5397,19.803,17.6793,18.1929
517.075,0.995437,0.0879736,2,3,0,-515.628,4.21138,-0.612909,29.4609,27.5879,25.0691,23.7752,22.931,22.4172,22.7801,21.9952,19.7257,20.2755
517.048,0.997019,0.0879736,5,47,0,-515.973,3.69728,-0.300491,26.8746,26.0229,24.8296,24.1928,23.7678,23.5052,23.691,23.2872,22.0765,22.376
516.839,0.976278,0.0879736,4,19,0,-516.673,3.53642,-0.229831,25.1741,24.5616,23.6954,23.2292,22.9165,22.7225,22.8598,22.5612,21.6584,21.8828
516.428,0.833382,0.0879736,5,35,0,-514.77,4.24116,-0.581585,31.664,29.7507,27.167,25.8347,24.9635,24.4324,24.8075,23.9958,21.64,22.2119
517.058,0.972524,0.0879736,2,3,0,-516.226,4.2133,-0.598253,30.1082,28.2384,25.719,24.4225,23.5757,23.06,23.4242,22.6361,20.3535,20.907
517.004,0.963437,0.0879736,5,43,0,-515.764,3.76833,-0.369132,26.2973,25.2772,23.8609,23.1114,22.6137,22.3071,22.5239,22.0532,20.6533,20.998
517.096,0.989994,0.0879736,5,39,0,-516.464,4.18944,-0.599124,29.3637,27.5375,25.0772,23.8113,22.9845,22.4809,22.8366,22.0672,19.8388,20.3791
514.551,0.998336,0.0879736,5,63,0,-514.17,5.21183,-1.20217,36.1312,31.7636,26.3253,23.7263,22.1023,21.1413,21.8177,20.3677,16.4505,17.3618
513.112,0.716972,0.0879736,1,3,0,-512.727,5.15285,-1.22776,32.9041,28.8473,23.813,21.4146,19.9187,19.0347,19.6569,18.3236,14.7323,15.5663
514.392,0.91066,0.0879736,1,3,0,-512.112,5.24228,-1.19307,37.7095,33.1834,27.5412,24.8417,23.1537,22.1545,22.8579,21.3499,17.2716,18.221
514.08,0.999263,0.0879736,2,7,0,-513.936,5.27546,-1.25441,35.8803,31.3668,25.7852,23.1348,21.4849,20.5112,21.1964,19.7287,15.7871,16.7007
512.535,0.783597,0.0879736,2,3,0,-512.312,5.22029,-1.27351,33.0893,28.8678,23.6602,21.1932,19.6596,18.7553,19.3916,18.0291,14.3782,15.2233
511.079,0.735104,0.0879736,1,1,0,-510.862,5.18291,-1.27893,31.6426,27.5897,22.5935,20.2282,18.7585,17.8921,18.5017,17.1964,13.7009,14.5098
511.615,0.959707,0.0879736,2,3,0,-509.847,5.40888,-1.22999,42.3772,37.1436,30.6507,27.5584,25.6299,24.4904,25.2924,23.5739,18.9461,20.0206
513.824,0.938965,0.0879736,2,3,0,-510.894,5.38223,-1.28627,38.2412,33.3169,27.2523,24.3839,22.6024,21.5526,22.2912,20.7099,16.4787,17.4573
513.673,0.882816,0.0879736,3,11,0,-512.508,5.23566,-1.15598,39.3864,34.7971,29.0483,26.2853,24.5529,23.5255,24.2489,22.6972,18.483,19.4665
515.328,0.998089,0.0879736,4,19,0,-512.395,4.79489,-0.90088,35.7803,32.4873,28.2226,26.1077,24.7567,23.9456,24.5175,23.286,19.8417,20.6598
514.923,0.944318,0.0879736,2,3,0,-514.393,4.7707,-0.991501,30.8995,27.7845,23.7979,21.8428,20.602,19.8604,20.383,19.2591,16.1483,16.8826
514.352,0.999517,0.0879736,3,15,0,-513.542,5.08028,-1.16084,33.4972,29.5786,24.6732,22.317,20.8401,19.9645,20.581,19.2587,15.6693,16.5067
515.043,1,0.0879736,2,3,0,-514.42,5.10139,-1.1268,35.8224,31.7474,26.6235,24.152,22.599,21.6768,22.3263,20.9325,17.1345,18.0227
515.084,0.951347,0.0879736,3,9,0,-514.645,4.98011,-1.08853,33.4157,29.7362,25.0865,22.8331,21.4132,20.5685,21.1635,19.8858,16.3888,17.2088
515.415,0.861425,0.0879736,5,35,0,-513.142,3.58516,-0.312302,23.6438,22.8655,21.7768,21.1966,20.8098,20.5709,20.7399,20.3726,19.2729,19.5448
516.814,0.993,0.0879736,4,19,0,-515.344,3.9078,-0.463508,26.613,25.3233,23.5546,22.6293,22.019,21.6448,21.9093,21.336,19.6493,20.062
516.776,0.990801,0.0879736,2,3,0,-516.62,3.98919,-0.443872,29.6457,28.2685,26.3748,25.3818,24.7259,24.3234,24.6079,23.9909,22.1715,22.6173
516.773,0.997495,0.0879736,5,43,0,-515.437,4.08289,-0.565797,27.6119,25.9874,23.7891,22.6533,21.9099,21.4562,21.7767,21.0831,19.0667,19.5567
516.186,0.94067,0.0879736,4,27,0,-515.552,3.89163,-0.369036,29.7521,28.5983,26.9964,26.1485,25.5855,25.2388,25.484,24.9516,23.368,23.758
516.816,1,0.0879736,2,7,0,-516.269,3.79981,-0.399353,26.0524,24.961,23.4514,22.6555,22.1281,21.8037,22.033,21.5354,20.0603,20.4228
515.938,0.936739,0.0879736,2,3,0,-515.887,3.7651,-0.407509,24.8878,23.8243,22.355,21.581,21.0685,20.7534,20.9761,20.4928,19.0615,19.413
517.125,1,0.0879736,2,3,0,-516.052,3.79863,-0.360116,27.4387,26.3999,24.9558,24.1907,23.6823,23.3691,23.5906,23.1096,21.6772,22.0302
515.642,0.967301,0.0879736,5,47,0,-515.096,3.00714,0.0684384,22.1898,22.3532,22.5934,22.7275,22.8194,22.8773,22.8363,22.9259,23.2063,23.1352
516.497,0.999423,0.0879736,4,23,0,-515.298,3.3852,-0.108568,25.4948,25.1999,24.7762,24.5447,24.388,24.2903,24.3595,24.2087,23.7461,23.8621
516.389,0.919266,0.0879736,3,15,0,-515.401,3.45926,-0.139204,26.3412,25.9512,25.393,25.0892,24.884,24.7563,24.8467,24.6496,24.0475,24.1981
517.045,0.889954,0.0879736,5,47,0,-514.397,4.24189,-0.631363,29.6256,27.6873,25.087,23.7542,22.8859,22.3579,22.7307,21.9244,19.5979,20.1608
516.519,0.900088,0.0879736,3,15,0,-515.999,4.40923,-0.690025,32.3527,30.0465,26.9763,25.4139,24.4004,23.7857,24.2196,23.2822,20.5958,21.2431
516.49,0.986326,0.0879736,5,39,0,-515.709,3.29861,-0.0822004,24.2283,24.0158,23.7094,23.5415,23.4276,23.3565,23.4069,23.2971,22.9593,23.0441
516.07,0.93185,0.0879736,2,3,0,-515.925,3.2814,-0.103661,23.134,22.8784,22.5109,22.3101,22.1741,22.0892,22.1493,22.0184,21.6165,21.7173
516.244,0.974577,0.0879736,2,3,0,-515.764,3.36936,-0.0880603,25.7995,25.5572,25.208,25.0168,24.8872,24.8063,24.8636,24.7387,24.3546,24.451
515.633,0.783251,0.0879736,4,23,0,-513.478,3.52006,-0.267762,23.5282,22.8626,21.9261,21.4243,21.0886,20.8808,21.0278,20.7082,19.746,19.9846
515.937,0.995638,0.0879736,2,7,0,-515.271,3.54951,-0.277783,23.9053,23.2041,22.2188,21.6915,21.339,21.121,21.2752,20.9398,19.9314,20.1813
516.736,0.683978,0.0879736,2,3,0,-512.53,3.58767,-0.220965,26.8172,26.1896,25.3011,24.8223,24.5009,24.3015,24.4426,24.1356,23.2064,23.4375
515.045,0.574733,0.0879736,1,3,0,-513.403,3.49146,-0.263628,22.9928,22.3523,21.4505,20.9671,20.6436,20.4433,20.585,20.2769,19.349,19.5792
514.309,0.858719,0.0879736,1,1,0,-514.07,3.4824,-0.272187,22.5234,21.8759,20.9653,20.4776,20.1515,19.9497,20.0925,19.7821,18.8481,19.0796
514.309,0.742531,0.0879736,1,1,0,-512.744,3.4824,-0.272187,22.5234,21.8759,20.9653,20.4776,20.1515,19.9497,20.0925,19.7821,18.8481,19.0796
515.978,0.987974,0.0879736,2,7,0,-514.4,3.55896,-0.178581,27.5945,27.0714,26.3266,25.9232,25.6516,25.4828,25.6023,25.3421,24.5506,24.748
516.69,1,0.0879736,2,3,0,-516.048,3.52052,-0.184735,26.3341,25.8178,25.0834,24.686,24.4184,24.2522,24.3699,24.1137,23.3351,23.5292
516.294,0.883064,0.0879736,2,3,0,-515.691,3.5316,-0.173292,27.0423,26.5448,25.8358,25.4516,25.1928,25.0319,25.1458,24.8977,24.1428,24.3312
516.808,1,0.0879736,2,3,0,-516.352,3.49944,-0.185013,25.7751,25.269,24.5492,24.1596,23.8974,23.7345,23.8498,23.5987,22.8356,23.0258
516.865,0.932229,0.0879736,2,3,0,-516.301,3.51911,-0.212213,25.3382,24.7684,23.9608,23.5252,23.2326,23.051,23.1795,22.8998,22.0524,22.2633
515.188,0.783694,0.0879736,2,3,0,-514.808,3.4733,-0.249571,23.012,22.4047,21.548,21.088,20.7799,20.589,20.7241,20.4303,19.5441,19.7641
