# stan_version_major = 2
# stan_version_minor = 29
# stan_version_patch = 0
# model = model_model
# start_datetime = 2023-05-02 19:37:27 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 1000 (Default)
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 2
# data
#   file = /tmp/tmp3g0x3jh1/x7bkrd9n.json
# init = 2 (Default)
# random
#   seed = 59206
# output
#   file = /home/lab5/output/model-20230502193727_2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.29.0
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,alpha,theta,lambda.1,lambda.2,lambda.3,lambda.4,lambda.5,lambda.6,lambda.7,lambda.8,lambda.9,lambda.10
514.444,0.988677,0.0816661,4,23,0,-511.426,2.6758,0.253269,20.4519,21.0147,21.8627,22.3468,22.6831,22.8965,22.7451,23.077,24.1392,23.8666
514.799,0.99977,0.0816661,4,15,0,-514.373,2.77136,0.243598,22.2105,22.7979,23.6822,24.1863,24.5363,24.7583,24.6008,24.946,26.0494,25.7664
514.043,0.998564,0.0816661,3,11,0,-513.956,2.58574,0.351059,21.3314,22.1492,23.3977,24.1188,24.6235,24.9452,24.7168,25.2182,26.8413,26.422
514.068,1,0.0816661,3,7,0,-514.032,2.55849,0.3281,20.1236,20.8438,21.94,22.5713,23.0123,23.2932,23.0938,23.5314,24.9439,24.5796
514.182,0.959683,0.0816661,2,7,0,-513.509,2.61663,0.332799,21.4643,22.2437,23.4306,24.1147,24.5927,24.8972,24.681,25.1554,26.6877,26.2924
514.428,0.98691,0.0816661,3,11,0,-513.917,2.67388,0.253864,20.4293,20.9927,21.8419,22.3266,22.6635,22.8772,22.7255,23.058,24.1219,23.8488
514.376,0.965115,0.0816661,4,19,0,-513.086,2.82961,0.235062,23.2727,23.8664,24.759,25.2674,25.6202,25.8438,25.6852,26.0329,27.1432,26.8585
516.883,0.999683,0.0816661,4,27,0,-512.318,3.72281,-0.299576,27.6036,26.7314,25.5093,24.857,24.4217,24.1527,24.343,23.9294,22.6889,22.9958
516.693,0.715781,0.0816661,2,3,0,-514.244,3.60593,-0.285787,25.0208,24.2661,23.2066,22.6402,22.2618,22.0278,22.1933,21.8334,20.7525,21.0202
516.315,0.883731,0.0816661,3,11,0,-515.376,3.55215,-0.267698,24.2974,23.6102,22.6433,22.1252,21.7786,21.5641,21.7159,21.3858,20.3925,20.6388
516.787,0.999423,0.0816661,4,27,0,-515.073,3.49474,-0.180487,25.8115,25.317,24.6132,24.2321,23.9755,23.816,23.9289,23.6831,22.9357,23.1221
516.981,0.969248,0.0816661,4,31,0,-515.341,3.71219,-0.300601,27.2743,26.4096,25.1982,24.5517,24.1202,23.8536,24.0422,23.6323,22.4032,22.7073
514.178,0.628293,0.0816661,2,7,0,-513.343,3.6918,-0.399257,23.3881,22.4085,21.0536,20.3392,19.8658,19.5747,19.7805,19.3339,18.0099,18.3353
513.53,0.958892,0.0816661,2,3,0,-512.99,3.67172,-0.397606,22.9744,22.016,20.6902,19.991,19.5276,19.2427,19.4441,19.0069,17.7104,18.0291
516.806,1,0.0816661,2,3,0,-514.281,3.78584,-0.3299,28.2191,27.2388,25.8706,25.1431,24.6586,24.3596,24.5711,24.1117,22.739,23.078
516.954,0.884518,0.0816661,5,35,0,-515.169,4.18751,-0.571751,30.4114,28.6039,26.16,24.8982,24.0725,23.569,23.9247,23.1548,20.9181,21.4614
517.06,0.989861,0.0816661,5,35,0,-516.782,3.76742,-0.335991,27.477,26.5052,25.15,24.4298,23.9505,23.6548,23.8639,23.4096,22.053,22.3878
516.816,0.912405,0.0816661,1,3,0,-516.519,3.73224,-0.358301,25.7393,24.7696,23.4214,22.7069,22.2321,21.9395,22.1464,21.6971,20.3589,20.6887
516.728,0.999835,0.0816661,5,39,0,-516.022,4.42747,-0.714142,31.8918,29.542,26.4236,24.8413,23.8167,23.1961,23.6341,22.6881,19.9844,20.6348
517.124,0.861013,0.0816661,5,35,0,-515.367,3.76231,-0.345402,26.9914,26.0105,24.6443,23.9192,23.4368,23.1394,23.3497,22.8929,21.5302,21.8663
516.909,0.944758,0.0816661,2,3,0,-516.836,3.74333,-0.360026,25.9658,24.983,23.6168,22.8929,22.4119,22.1155,22.3251,21.87,20.5148,20.8488
516.771,0.955287,0.0816661,5,43,0,-515.962,4.13912,-0.597262,27.9929,26.2572,23.9183,22.7145,21.9282,21.4493,21.7875,21.0557,18.9357,19.4498
516.721,0.935974,0.0816661,2,3,0,-516,4.16007,-0.611051,28.0578,26.2793,23.8869,22.6576,21.8555,21.3673,21.7121,20.9662,18.8091,19.3317
516.59,0.985799,0.0816661,3,11,0,-516.338,4.18493,-0.55301,31.1113,29.321,26.8945,25.6388,24.816,24.3137,24.6685,23.9003,21.6636,22.2077
516.587,1,0.0816661,2,7,0,-516.559,4.14013,-0.605267,27.7199,25.9789,23.6352,22.4301,21.6434,21.1644,21.5027,20.7709,18.6531,19.1664
515.261,0.999523,0.0816661,5,35,0,-514.674,4.98861,-1.03584,36.1879,32.3856,27.5474,25.1874,23.6946,22.8043,23.4316,22.0835,18.3712,19.2448
515.363,1,0.0816661,2,7,0,-514.942,5.00798,-1.07877,34.8164,31.0152,26.2054,23.8716,22.4,21.5241,22.1411,20.8161,17.1853,18.0372
515.426,0.998335,0.0816661,3,11,0,-515.127,4.9815,-1.0674,34.4315,30.7097,25.9934,23.7018,22.2556,21.3943,22.001,20.6978,17.1222,17.9618
517.154,0.993322,0.0816661,5,35,0,-515.036,3.82012,-0.382577,27.1966,26.1041,24.5897,23.7896,23.2588,22.9321,23.1631,22.6617,21.1725,21.5389
516.946,0.949057,0.0816661,4,19,0,-516.666,3.95883,-0.486774,27.1391,25.7596,23.8735,22.8896,22.2418,21.845,22.1254,21.5178,19.7349,20.1705
517.022,0.953121,0.0816661,2,3,0,-516.421,3.96588,-0.442634,29.0114,27.6673,25.8189,24.8495,24.2091,23.8161,24.0939,23.4915,21.7147,22.1501
516.695,0.97011,0.0816661,2,3,0,-516.648,3.89676,-0.462015,26.3739,25.0998,23.3522,22.4377,21.8345,21.4647,21.7261,21.1594,19.4918,19.8999
516.368,0.928672,0.0816661,1,1,0,-516.304,3.89267,-0.470795,25.9564,24.6793,22.9294,22.0148,21.4119,21.0424,21.3035,20.7374,19.0733,19.4803
515.06,0.998732,0.0816661,5,43,0,-513.047,4.80671,-1.00625,31.4003,28.1902,24.0898,22.0825,20.81,20.05,20.5856,19.434,16.2523,17.0026
513.421,0.913733,0.0816661,3,11,0,-513.015,4.95552,-1.12034,31.232,27.6984,23.2515,21.1048,19.7552,18.9536,19.5181,18.3065,15.0022,15.7752
515.99,0.994357,0.0816661,3,11,0,-513.015,4.66259,-0.90296,31.2583,28.3752,24.6423,22.7916,21.6095,20.8999,21.4002,20.3229,17.3105,18.0259
516.776,0.999005,0.0816661,5,43,0,-515.323,3.4786,-0.194234,24.9308,24.4172,23.6874,23.293,23.0276,22.8628,22.9795,22.7256,21.9547,22.1467
516.917,0.995645,0.0816661,3,15,0,-516.669,3.57758,-0.250447,25.511,24.8354,23.8826,23.3709,23.0283,22.816,22.9662,22.6395,21.6541,21.8987
517.013,0.993336,0.0816661,5,47,0,-516.09,4.28764,-0.654614,30.0532,28.0171,25.2938,23.9019,22.9966,22.4467,22.8349,21.9956,19.5805,20.1639
516.49,0.949994,0.0816661,4,23,0,-516.192,4.39384,-0.746435,29.5201,27.2506,24.2514,22.7357,21.7564,21.1642,21.5821,20.68,18.1114,18.728
516.119,0.979005,0.0816661,3,11,0,-516.012,4.52261,-0.747617,33.5237,30.9425,27.5319,25.8085,24.6952,24.0219,24.497,23.4714,20.5518,21.2526
515.976,0.991077,0.0816661,2,7,0,-515.682,4.48545,-0.813177,29.5618,27.0946,23.8625,22.2424,21.2008,20.5728,21.0158,20.0605,17.3618,18.0067
514.731,0.913253,0.0816661,5,47,0,-513.737,3.18842,0.0470241,25.8413,25.9718,26.1633,26.2699,26.3429,26.3887,26.3562,26.4272,26.649,26.5928
514.624,1,0.0816661,2,3,0,-514.207,3.03793,0.00929269,21.1257,21.1467,21.1775,21.1945,21.2061,21.2134,21.2082,21.2195,21.2546,21.2457
515.943,0.981879,0.0816661,2,3,0,-514.322,3.0743,0.0526852,23.2312,23.3628,23.5558,23.6634,23.737,23.7833,23.7505,23.8222,24.0463,23.9895
516.561,0.875533,0.0816661,4,19,0,-514.5,3.3329,-0.1007,24.4544,24.1919,23.8144,23.6079,23.4681,23.3809,23.4427,23.308,22.8947,22.9983
517.086,0.992099,0.0816661,5,51,0,-516.245,4.16003,-0.565966,29.8195,28.0646,25.6899,24.463,23.6599,23.1699,23.516,22.7669,20.5888,21.1181
516.542,0.929249,0.0816661,4,23,0,-516.37,3.97479,-0.512922,26.6184,25.1947,23.2547,22.2459,21.583,21.1775,21.464,20.8434,19.0278,19.4706
515.234,0.885996,0.0816661,2,7,0,-514.886,4.12724,-0.485379,32.1778,30.5468,28.3163,27.1525,26.3862,25.9169,26.2486,25.5298,23.4203,23.9357
516.516,1,0.0816661,2,7,0,-515.487,4.04697,-0.555204,27.0218,25.4609,23.3458,22.2515,21.5347,21.0971,21.4062,20.737,18.789,19.2627
517,0.988899,0.0816661,4,27,0,-515.528,4.3022,-0.656254,30.4264,28.36,25.5968,24.1848,23.2666,22.7088,23.1026,22.2514,19.8024,20.3939
516.902,0.97685,0.0816661,2,7,0,-516.804,4.29917,-0.640185,31.0003,28.9447,26.1902,24.7799,23.8617,23.3035,23.6976,22.8455,20.3892,20.9831
516.925,0.975431,0.0816661,2,3,0,-516.671,4.25106,-0.648843,29.2004,27.2388,24.6133,23.2705,22.3968,21.8659,22.2407,21.4303,19.0968,19.6607
516.889,0.986907,0.0816661,2,3,0,-516.735,4.3105,-0.646699,31.0788,28.9977,26.2115,24.7861,23.8584,23.2947,23.6927,22.8322,20.3538,20.9528
516.955,0.997649,0.0816661,5,43,0,-516.694,3.59983,-0.261443,25.7002,24.9901,23.9901,23.4539,23.095,22.8728,23.03,22.6881,21.6583,21.9138
517.153,0.988606,0.0816661,5,45,0,-516.802,4.10562,-0.548371,28.9197,27.2691,25.0305,23.8714,23.1116,22.6477,22.9754,22.2659,20.1988,20.7017
515.234,0.634794,0.0816661,2,3,0,-514.506,4.21423,-0.536832,32.7444,30.9137,28.427,27.1377,26.2919,25.7752,26.1402,25.3497,23.0435,23.605
515.265,1,0.0816661,2,3,0,-515.003,4.13551,-0.637221,26.4259,24.6815,22.343,21.1453,20.3653,19.8911,20.2259,19.5019,17.4143,17.9192
516.927,0.992905,0.0816661,2,3,0,-515.523,4.24557,-0.606866,30.7357,28.8003,26.1955,24.8564,23.9824,23.4503,23.8261,23.0131,20.6608,21.2309
516.728,0.993232,0.0816661,4,23,0,-516.343,4.32532,-0.699387,29.3747,27.2534,24.4329,22.9991,22.0697,21.5063,21.904,21.0449,18.5857,19.178
516.728,0.699629,0.0816661,1,3,0,-515.05,4.32532,-0.699387,29.3747,27.2534,24.4329,22.9991,22.0697,21.5063,21.904,21.0449,18.5857,19.178
516.832,0.888091,0.0816661,5,39,0,-514.059,3.81103,-0.345042,28.3529,27.3236,25.8898,25.1289,24.6226,24.3105,24.5312,24.0518,22.6215,22.9743
517.048,1,0.0816661,1,1,0,-516.886,3.80075,-0.352285,27.7893,26.7597,25.3269,24.5671,24.0619,23.7505,23.9707,23.4925,22.0671,22.4185
517.123,0.985408,0.0816661,4,27,0,-516.827,3.92743,-0.428696,28.4479,27.1705,25.4106,24.4859,23.8746,23.4991,23.7645,23.1888,21.4881,21.9053
517.078,0.988871,0.0816661,1,1,0,-517.071,3.92981,-0.425961,28.6212,27.344,25.5838,24.6587,24.0469,23.6711,23.9367,23.3605,21.6577,22.0755
516.947,0.824118,0.0816661,2,3,0,-515.836,3.90072,-0.452757,26.8119,25.5419,23.7979,22.8843,22.2813,21.9114,22.1728,21.6059,19.9359,20.3448
516.938,0.999055,0.0816661,5,47,0,-516.162,4.18244,-0.612046,28.6539,26.8347,24.388,23.1309,22.3108,21.8116,22.1641,21.4015,19.1963,19.7305
516.178,0.910995,0.0816661,2,7,0,-516.131,4.22756,-0.565899,31.9055,30.028,27.4875,26.1749,25.3157,24.7915,25.1618,24.3603,22.03,22.5963
517.099,1,0.0816661,2,3,0,-516.169,4.19511,-0.600346,29.4818,27.6447,25.17,23.8968,23.0654,22.5591,22.9167,22.143,19.9027,20.4458
517.058,0.990324,0.0816661,3,7,0,-517.012,4.18014,-0.575778,30.0244,28.2277,25.7997,24.5467,23.7271,23.2273,23.5803,22.8163,20.5975,21.1364
517.049,0.986175,0.0816661,2,3,0,-516.933,4.1466,-0.584664,28.6874,26.945,24.5932,23.3808,22.5883,22.1052,22.4464,21.7081,19.5662,20.0861
517.184,0.999971,0.0816661,5,39,0,-517.036,4.00275,-0.482816,28.51,27.0723,25.1056,24.0791,23.4031,22.989,23.2816,22.6474,20.7856,21.2406
516.35,0.987908,0.0816661,4,27,0,-515.23,4.67777,-0.880923,32.6958,29.7503,25.9256,24.0242,22.8079,22.0769,22.5923,21.482,18.3696,19.1099
516.245,0.910931,0.0816661,2,3,0,-515.59,4.72117,-0.905877,33.0138,29.9594,26.0063,24.047,22.7959,22.045,22.5744,21.4344,18.2478,19.0044
516.259,0.990103,0.0816661,3,7,0,-516.195,4.71559,-0.90239,32.9852,29.9446,26.0076,24.0555,22.8086,22.0602,22.5879,21.4514,18.2736,19.0283
516.949,0.997844,0.0816661,5,43,0,-515.358,3.58411,-0.249887,25.6978,25.0188,24.061,23.5467,23.2022,22.9888,23.1398,22.8114,21.8207,22.0666
514.381,0.693299,0.0816661,2,3,0,-513.803,3.52947,-0.299189,22.7629,22.0446,21.0381,20.5008,20.1422,19.9206,20.0774,19.7367,18.7149,18.9677
514.972,0.917663,0.0816661,4,23,0,-511.962,3.84765,-0.476903,24.6097,23.3835,21.7048,20.828,20.2503,19.8963,20.1465,19.6043,18.0115,18.4009
516.678,0.905048,0.0816661,2,3,0,-513.927,3.88563,-0.456131,26.2901,25.0359,23.3141,22.4125,21.8176,21.4527,21.7106,21.1514,19.5048,19.908
516.682,0.999875,0.0816661,4,27,0,-516.425,4.02255,-0.535297,27.0889,25.5786,23.5267,22.4626,21.7645,21.338,21.6393,20.9867,19.0826,19.5463
516.538,0.984622,0.0816661,4,27,0,-515.873,3.78436,-0.318732,28.6059,27.6453,26.3026,25.5876,25.111,24.8168,25.0249,24.5728,23.2199,23.5542
516.443,0.994714,0.0816661,4,31,0,-515.785,4.24317,-0.583285,31.6549,29.7366,27.147,25.8118,24.9389,24.4068,24.7826,23.9694,21.6097,22.1824
516.668,1,0.0816661,2,3,0,-516.424,4.23146,-0.584388,31.2397,29.3432,26.7832,25.4635,24.6008,24.0749,24.4463,23.6426,21.3108,21.8768
516.826,0.918066,0.0816661,2,3,0,-515.904,4.21801,-0.583324,30.8667,28.9961,26.4708,25.1688,24.3176,23.7987,24.1652,23.3721,21.0711,21.6296
517.089,1,0.0816661,4,31,0,-516.219,4.02924,-0.517294,27.9423,26.4353,24.3832,23.3167,22.616,22.1875,22.4903,21.8345,19.9171,20.3846
516.986,0.912056,0.0816661,3,11,0,-516.267,4.12795,-0.579568,28.352,26.6445,24.3383,23.1487,22.3707,21.8964,22.2314,21.5065,19.402,19.9129
516.97,0.945907,0.0816661,2,3,0,-516.44,4.1927,-0.576103,30.3904,28.5708,26.112,24.8431,24.0132,23.507,23.8645,23.0909,20.8442,21.3898
517.063,0.978023,0.0816661,1,3,0,-516.801,4.16323,-0.591899,28.8848,27.1094,24.7153,23.4822,22.6766,22.1857,22.5324,21.7822,19.6078,20.1353
516.167,0.832748,0.0816661,1,3,0,-516.077,4.12803,-0.61178,27.1465,25.4237,23.1066,21.9161,21.1394,20.6665,21.0004,20.2782,18.1895,18.6955
516.413,0.99801,0.0816661,2,7,0,-515.94,4.11515,-0.59721,27.3318,25.6373,23.3538,22.1785,21.4108,20.9432,21.2735,20.559,18.4892,18.9911
516.551,0.870596,0.0816661,2,3,0,-514.966,4.19648,-0.558589,31.2362,29.4212,26.9628,25.6915,24.8589,24.3507,24.7097,23.9326,21.6713,22.2211
514.958,0.853541,0.0816661,3,11,0,-514.522,4.03481,-0.585644,25.6192,24.0607,21.9572,20.8731,20.1644,19.7324,20.0375,19.3773,17.4624,17.9271
514.307,0.872493,0.0816661,1,1,0,-513.981,4.02501,-0.59148,25.1701,23.6241,21.5392,20.4653,19.7637,19.3362,19.6381,18.9847,17.0909,17.5503
517.141,1,0.0816661,2,3,0,-514.425,4.0994,-0.548785,28.7244,27.0837,24.8587,23.7067,22.9517,22.4906,22.8163,22.1111,20.0569,20.5567
517.15,0.999972,0.0816661,5,43,0,-517.009,3.84307,-0.386729,27.6723,26.5488,24.9925,24.1706,23.6255,23.2901,23.5272,23.0125,21.4843,21.8602
516.946,0.972609,0.0816661,4,31,0,-516.663,4.00739,-0.514647,27.4365,25.9642,23.9586,22.9159,22.2307,21.8117,22.1078,21.4664,19.5905,20.048
516.844,0.975692,0.0816661,4,19,0,-516.477,4.13174,-0.589773,28.0698,26.3506,24.0314,22.8367,22.0559,21.5802,21.9162,21.1891,19.0811,19.5925
516.542,0.971017,0.0816661,5,43,0,-515.491,3.82196,-0.339906,28.864,27.8314,26.3922,25.6279,25.1192,24.8055,25.0273,24.5454,23.1069,23.4618
516.978,0.96685,0.0816661,4,27,0,-515.773,4.14004,-0.586663,28.4231,26.691,24.3538,23.1492,22.3619,21.8821,22.221,21.4876,19.3606,19.8767
516.787,0.940447,0.0816661,2,3,0,-516.337,4.15847,-0.607238,28.1578,26.3837,23.9961,22.7687,21.9676,21.4799,21.8243,21.0792,18.9233,19.4458
516.731,0.995762,0.0816661,2,3,0,-516.616,4.23111,-0.586858,31.1246,29.2274,26.6672,25.3478,24.4854,23.9598,24.331,23.5278,21.1981,21.7634
515.591,0.800774,0.0816661,4,27,0,-512.408,4.50879,-0.836609,29.3169,26.8027,23.5192,21.878,20.8246,20.1903,20.6377,19.6733,16.9559,17.6042
516.59,1,0.0816661,2,3,0,-515.585,4.55886,-0.815978,31.6936,29.0398,25.5645,23.823,22.7036,22.0288,22.5048,21.4784,18.5797,19.2722
516.028,0.897634,0.0816661,5,39,0,-514.269,3.56088,-0.180974,27.5582,27.0288,26.2755,25.8675,25.5929,25.4222,25.543,25.2799,24.48,24.6795
516.241,0.999122,0.0816661,2,3,0,-515.89,3.4594,-0.212229,23.8691,23.3323,22.5715,22.1611,21.8854,21.7143,21.8354,21.5719,20.7736,20.9723
516.625,0.999078,0.0816661,3,11,0,-516.214,3.54809,-0.195054,26.6951,26.1429,25.3584,24.9343,24.6491,24.4719,24.5973,24.3244,23.4958,23.7022
516.524,0.967005,0.0816661,5,43,0,-515.802,3.8386,-0.433998,25.8439,24.6693,23.0523,22.2033,21.6422,21.2977,21.5412,21.013,19.4535,19.8359
516.077,0.761888,0.0816661,2,7,0,-514.117,3.94108,-0.394666,30.1962,28.9456,27.215,26.302,25.6968,25.3245,25.5877,25.0165,23.3223,23.7388
516.779,1,0.0816661,2,7,0,-516.072,3.94161,-0.41649,29.3339,28.0534,26.2864,25.3566,24.7413,24.3632,24.6305,24.0506,22.3351,22.7562
516.751,0.974109,0.0816661,5,39,0,-516.194,4.37584,-0.680501,31.6958,29.4665,26.495,24.981,23.9982,23.4019,23.8229,22.9133,20.3038,20.933
516.83,0.96442,0.0816661,2,3,0,-516.424,4.35982,-0.67542,31.4069,29.2138,26.2886,24.7974,23.8289,23.2412,23.6561,22.7595,20.1857,20.8065
516.857,0.971612,0.0816661,2,3,0,-516.575,4.35087,-0.671489,31.2929,29.12,26.2203,24.7413,23.7806,23.1974,23.6091,22.7194,20.1642,20.7807
516.757,0.98586,0.0816661,2,7,0,-516.684,4.29362,-0.681388,29.1588,27.1054,24.3686,22.9743,22.0693,21.5202,21.9079,21.0703,18.6678,19.2471
516.469,0.883925,0.0816661,3,7,0,-515.689,4.35471,-0.726738,29.1531,26.9686,24.0745,22.6083,21.6596,21.0854,21.4907,20.6155,18.1183,18.7185
516.627,0.999767,0.0816661,5,39,0,-515.944,3.37305,-0.117249,24.8932,24.5824,24.1363,23.8928,23.7281,23.6255,23.6982,23.5398,23.0544,23.176
516.795,0.999036,0.0816661,3,11,0,-516.56,3.47256,-0.174308,25.4569,24.9858,24.3147,23.9509,23.706,23.5537,23.6615,23.4267,22.7123,22.8905
517.131,0.996668,0.0816661,5,47,0,-515.497,4.15129,-0.570129,29.3942,27.6519,25.2958,24.079,23.2828,22.7971,23.1402,22.3976,20.2399,20.7641
517.011,0.972815,0.0816661,4,23,0,-516.85,3.9666,-0.487404,27.3278,25.9369,24.0355,23.0436,22.3906,21.9907,22.2733,21.6608,19.8639,20.3029
516.439,0.946008,0.0816661,4,19,0,-516.314,3.83569,-0.435092,25.7308,24.5585,22.9449,22.0977,21.5379,21.1941,21.4371,20.9101,19.3545,19.7359
517.087,0.970873,0.0816661,4,19,0,-515.955,3.7139,-0.316223,26.7501,25.8587,24.6124,23.9486,23.5061,23.2328,23.4261,23.0061,21.7492,22.0598
517.079,0.957939,0.0816661,2,3,0,-516.808,3.70093,-0.312041,26.5552,25.6818,24.46,23.8089,23.3747,23.1066,23.2962,22.8841,21.6498,21.955
517.179,0.94238,0.0816661,4,27,0,-516.527,3.98659,-0.471271,28.494,27.0906,25.168,24.163,23.5006,23.0947,23.3816,22.7597,20.9315,21.3786
516.67,0.933763,0.0816661,5,43,0,-515.067,4.06362,-0.559113,27.3305,25.741,23.5882,22.475,21.7459,21.301,21.6153,20.9349,18.9551,19.4364
516.892,1,0.0816661,2,3,0,-516.668,4.08031,-0.558724,27.8053,26.1892,24.0004,22.8685,22.1272,21.6747,21.9943,21.3025,19.2893,19.7787
517.041,0.890455,0.0816661,2,3,0,-515.832,4.0656,-0.502762,29.5519,28.0017,25.8867,24.7855,24.0613,23.6182,23.9313,23.2528,21.2657,21.7507
516.825,0.973506,0.0816661,5,39,0,-516.254,3.67865,-0.272972,27.3781,26.5888,25.4789,24.8845,24.4871,24.2412,24.4152,24.0369,22.8989,23.1809
517.014,0.994268,0.0816661,5,39,0,-516.488,4.06478,-0.54292,27.9679,26.387,24.2414,23.1297,22.4008,21.9556,22.2701,21.5891,19.6038,20.087
516.934,0.992173,0.0816661,4,27,0,-516.869,3.92094,-0.465363,26.8974,25.5888,23.7947,22.8563,22.2375,21.8581,22.1262,21.5449,19.8352,20.2535
516.926,0.983796,0.0816661,2,3,0,-516.717,3.99166,-0.452117,29.3897,27.9996,26.0904,25.0902,24.4299,24.0249,24.3112,23.6905,21.8618,22.3096
516.746,0.665775,0.0816661,2,3,0,-514.012,3.93313,-0.481207,26.6505,25.311,23.4781,22.5213,21.8911,21.505,21.7779,21.1865,19.4504,19.8747
517.032,1,0.0816661,1,1,0,-516.804,3.94185,-0.471676,27.2324,25.89,24.051,23.0899,22.4564,22.0681,22.3425,21.7477,19.9994,20.427
517.011,0.99937,0.0816661,5,39,0,-516.795,3.63551,-0.269541,26.3439,25.5938,24.5386,23.9733,23.5952,23.3612,23.5268,23.1668,22.0834,22.352
